Country,Year,GDP_Billion,Population_Million,Life_Expectancy,Hospital_Beds_Per_1000
UK,2021,1007.3478027843255,831.3411910316561,77.1025744736913,1.1492904603507053
Japan,2021,10339.442554325764,324.82912752513374,75.80691161637799,2.569297861044923
China,2017,13880.567214428826,547.562131357747,87.46919954946938,2.2376884973139393
Japan,2024,,167.7281945244188,86.98774473114251,8.896054180428829
Russia,2012,5307.244228760081,927.3778239875089,,5.996807304395161
Germany,2020,10687.081451448928,346.17468435162783,53.72411071223597,9.074941821579941
USA,2019,18028.277531833945,890.0110256098425,63.56119164194803,4.142886171513948
USA,2015,14573.922441630739,-1256.9832613340823,85.48345697060469,8.018879912718614
Germany,2018,12912.226593854897,126.95455134311787,,9.086987696743714
UK,2022,,22.78390174711521,54.05886171464128,6.971515921972502
USA,2014,300.21936015513,233.52319147032313,71.94935157466344,7.227056779234239
Japan,2012,13108.83293815149,321.7343401501781,,3.135241787471201
Nigeria,2013,6642.914023553501,1047.6230531140536,,8.6430106944476
USA,2017,13220.7352675468,-799.9489586363055,53.7469907131237,4.309442227534902
Japan,2017,5451.0068800981635,349.1456042969262,88.92042219009782,4.537879522000844
Russia,2010,17862.521792506843,887.2826901361955,81.79245214166593,5.523733837946729
China,2023,11622.69691560191,694.5995944082208,,7.502069037353548
Russia,2023,,43.79919333972084,75.81889183628671,2.5939961146634403
France,2011,18821.079970187704,1335.9607220335965,86.59457560881793,4.331428302298999
Russia,2019,506.0410072715751,1300.3628019969383,67.12736593269257,9.699893371393026
China,2011,19279.675546367205,1195.6831430996306,,4.465879557417328
Japan,2023,17052.506096033765,450.52158716722596,56.7797098674437,6.0112113621251515
Russia,2019,18735.864528383463,977.4814173782124,72.8024468035746,1.8745884439369167
Japan,2015,12377.143088643561,1386.1748516449259,55.603360609460964,5.664966871273631
India,2018,,1039.6683786783442,77.88062963981072,7.322356755883983
China,2022,7317.924794151152,418.09266352764575,82.37444621914054,8.291020552112627
Brazil,2023,17368.031907886052,1279.404368053495,70.4536959544375,5.513646652184796
Germany,2021,16006.244543542149,913.4498637810935,78.07867509030814,8.16213402492491
China,2017,17822.105767987814,479.81326802363475,65.02331810559775,1.845837458567821
Russia,2013,11649.946791724245,59.9597605774715,68.6239207252984,5.883801712368189
India,2021,,-831.2582321909249,51.220009997561974,1.3361336987429298
Nigeria,2015,16487.491101061234,510.6649915616554,55.082420506075394,5.700189340493239
Brazil,2014,15445.872351352495,309.991228220612,74.91561903276,1.768127184943912
Japan,2013,,-748.5829378797257,,6.736869113483859
Brazil,2022,14576.608407708698,1366.434390452923,70.65201393204781,3.9066082564712135
Japan,2022,15944.686656420332,386.45682925428315,,1.7061074320803935
France,2017,701.9447196260587,1348.0812964023157,83.43920482048824,7.263767854843282
USA,2019,8297.268299402544,250.87910489847562,,3.252186083481358
Nigeria,2014,11074.687961181186,1003.2883325530867,76.40789506870925,3.5194050725134858
Japan,2010,19106.33255713124,1035.6767142071183,,6.5054867161091705
India,2022,8508.08123607024,354.34607540660886,64.23890714605047,7.820614994179322
Nigeria,2012,484.9910748691662,171.34097030461356,51.84010568087011,1.3665592208707311
USA,2024,17138.119563417942,988.084424538233,68.966953163493,1.8805074458590134
India,2020,9933.994327313281,668.1257613849863,56.92807479640061,4.904664843141758
China,2016,8090.393741067994,866.0316362925809,75.40374603470575,1.4077360879484007
Nigeria,2015,,879.9452828427885,70.12545034320351,8.7084085706949
Brazil,2022,13242.13390605511,236.47885364318728,52.82274989601719,6.78177350385684
Russia,2011,724.9239487241119,824.228057970114,87.6092096569983,6.179267600882911
India,2021,7885.764538889134,904.1706236348709,68.33011561966066,5.910551103843415
Nigeria,2020,18841.0032137752,546.6826665430762,88.44762255295657,9.148155777604574
France,2019,4076.6644688280694,106.41220821647998,54.03112005509706,1.1639964308639477
USA,2011,10000000.0,959.3794150487361,52.84754593840916,3.8707806726438516
Nigeria,2019,16928.5311571952,42.347990672797955,82.57873930355743,3.5366929729605996
Germany,2014,2539.663586908794,978.4646598561694,75.15771387119536,inf
Nigeria,2024,14754.406667316938,1126.8384932349395,61.28138290285226,2.5969558940175053
Russia,2019,,1131.5002875814969,89.62020568002694,4.713559092202838
Brazil,2019,7565.958098697107,1089.2140154313756,63.63214161012071,9.376815930432082
Brazil,2017,17196.572486491634,606.3016980512755,80.03484271165989,7.7908858667621415
Japan,2012,,1264.5485402845977,,8.438117194969674
Germany,2017,,1254.7772876097188,,1.0975388633226852
France,2019,,136.88848073272564,62.7725455036166,9.550557703457244
Germany,2015,,807.0786644913677,75.27348848679196,5.036009697804878
China,2010,6005.573279621678,466.8437180641832,76.90073824308153,7.77137076493912
UK,2023,15873.2650657718,1107.56921848443,53.64824412194761,5.449782742323233
USA,2017,1339.6634483295568,773.8451464299924,67.66122005493509,8.989337644824698
Nigeria,2011,7148.117248531158,172.72315283437214,55.719667282113434,7.85359568545725
Brazil,2017,12440.717653661968,150.56051981067844,53.364272244599896,inf
Japan,2024,1640.7075260110319,1152.3854824135951,78.24968908625985,1.7321390257770979
France,2010,1879.7867388867999,1381.4290141166339,64.9708318302448,4.335779323602019
India,2019,16293.431431698551,1326.6755225635636,89.44004255291483,7.780403667330475
China,2019,7649.939793512132,126.06599621114958,81.08587663709747,6.025638247622245
Germany,2024,8599.59578309013,1269.832595281683,54.447899292246056,5.433625938617732
Germany,2021,424.80216639489754,661.4382923718355,52.25213102727349,2.0693612464126474
Russia,2011,,912.4023199413283,79.84179517061693,6.250318885874437
Russia,2024,19251.01645979593,531.0701055379486,61.42848345127443,8.817392153705143
UK,2015,4627.197602685163,1348.8793298224498,50.48617898759265,9.728909440368751
Japan,2021,1054.566256621407,1248.6889280403188,71.108044363452,9.936683165073703
Nigeria,2023,1661.1719817608976,779.8574553178358,88.77210142476396,5.707880597531339
India,2012,,977.0906776886179,68.18164259071094,6.648022720756571
Indai,2021,11769.423376077384,1262.6096345824747,51.81785521365831,3.528668706330073
UK,2022,19018.147384715863,1247.4666596083737,,6.581193380213831
India,2021,5692.147423026427,-271.48841201602824,68.54793619759928,4.180170052234475
India,2023,11756.391014647266,118.05114538132892,88.97579230664667,9.875896700316426
France,2013,14023.601937590955,755.1739492183274,62.381104651453114,8.324155177362538
France,2012,,236.0375456893989,86.4370873797537,8.402835186308522
China,2020,19006.038283180096,1018.7501166598204,74.5366078374316,4.76418732661557
UK,2020,18668.023970409464,1213.8288064055675,51.808746804247576,1.2373027704752682
India,2010,7653.974664185382,1136.6691297867478,,2.3537520199317536
Japan,2013,,539.4382907171199,88.79657591258413,8.579070308221379
UK,2014,16798.90835328053,661.4834921150087,66.5927800935066,3.4606636473763563
India,2016,1316.234833688357,1211.964102994524,82.51604036520311,9.997459059575176
India,2021,19933.409374063325,782.0500707876522,80.75949660722043,9.502891568941852
France,2024,17023.018335412748,353.8138614230447,68.02176541240374,2.162434736363455
China,2022,19090.210339722704,852.5827418867233,59.145712220138506,7.045306159652711
USA,2014,12438.939161066337,507.8461780656483,54.54230368798516,7.044158760335196
Japan,2020,10502.092477895107,1083.5225645125386,70.80654004447973,8.669633502866862
Germany,2021,11127.755407734814,789.7037804341869,85.06614410633381,4.631345795911574
Nigeria,2014,2853.5015233226864,50.00792007554117,80.20549022694476,6.582785962181182
UK,2014,14140.779408364626,306.0201844973859,55.45485902347079,1.1309019910109375
China,2019,7141.63366437062,829.98558472794,65.68976180398928,4.937274298213562
Germany,2022,18102.34215097622,494.07509916238746,70.55957956639243,8.052877114670288
USA,2013,8051.547089961149,874.7005133167441,84.4945483498698,9.54568561291878
China,2013,3112.054922394951,1297.9567989744771,69.68465172318153,3.324199494690625
UK,2010,9290.887973517574,1372.245279646813,,3.958764492587574
Germany,2022,12741.33691547117,343.8024101016884,53.03453312434656,2.159917497195843
Germany,2020_est,2735.3076113638945,221.14474398208915,55.55308690597641,6.767872703228932
Russia,2014,3801.2256711030677,490.47752382016984,85.87153639624047,5.265654762365851
China,2019,13417.643222716339,249.52462097026546,57.69156075234683,1.3678175463983098
Germany,2021,,397.2405712544225,,1.7983228038135004
France,2024,,650.4824875654888,,4.278428749432679
Nigeria,2024,10167.661962926166,969.6488117948178,51.57248559364396,8.194693590181384
Nigeria,2022,12632.427711919974,123.64505440893195,84.94314496427108,9.287851604786319
USA,2024,1409.3436051263022,394.8599309246132,82.24805119172245,7.734337213452926
UK,2023,,300.9955594380273,64.81888411165528,5.360706866719192
Brazil,2021,,522.7899590019837,68.50138864532592,7.727238443203809
India,2011,,360.8873526381889,,9.056861539184794
USA,2021,,749.6377445187887,54.28688045359104,inf
USA,2020,,-347.0340000522742,60.76972923797524,4.395557467941604
UK,2020,597.4097159989822,457.6900401606178,58.45792027986178,3.9474761696012317
India,2022,2571.290210021174,-1247.832920228454,,7.111920872300407
Germany,2017,15825.590524425299,702.8346565113897,53.47681152349695,5.83395887636693
Nigeria,2020,11819.454136813407,1046.1608691162187,67.26638184918718,2.148222725160074
France,2014,5818.762934814745,514.6843919941027,75.83668965326405,6.137004742020207
France,2023,,1381.2561958222418,74.23099277427548,3.1350411256239505
Japan,2022,,222.47420346622152,59.83830913538033,2.446132359336001
India,2021,3894.0270762158543,406.2822844844475,56.93494381179019,9.070888821637826
Russia,2011,1788.6281641005157,739.070831502654,66.41587307958646,9.841407552177458
UK,2022,2418.3702629274367,563.0192826735808,88.77881733101475,8.789564133045822
INDIA,2012,16378.027004795742,368.48492959246636,,7.017788979319879
France,2013,18601.6445847262,783.9004212893624,,3.5198118429425573
Brazil,2015,15435.96007720035,269.9908104949575,62.947169456169746,4.828927947547751
USA,2010,10250.685497952209,346.9495280569615,,6.495580381974693
USA,2015,5914.884954157064,817.921127777431,56.17450861096809,5.330260916693358
USA,2024,10745.2707645214,82.0347161831734,63.46417112775683,2.209732092450768
UK,2016,1454.8244153608014,1386.0447230220238,62.89415379898892,8.288870012691714
Japan,2017,,957.2887838912617,80.40911439558747,6.360748665470599
Brazil,2019,9537.208533293136,582.4588706647032,63.95473066171981,9.365762298230432
Russia,2013,16646.264274197038,1351.3874058264526,54.97188893942179,7.577807276832798
Japan,2018,18779.14104505655,261.9139619702676,,7.670085843610531
China,2021,11574.567640962256,1180.141999693998,55.59089506505158,8.15740580673901
USA,2015,4192.220936945341,237.48176058332928,56.570631917239716,8.33117248208244
Nigeria,2023,13370.904969784762,737.0609404290759,64.3532193649401,8.894804867317974
China,2020,7970.41312696818,1145.0732208654922,67.56539634280874,4.392499864824169
UK,2017,9361.059756258208,428.91524508815746,79.90437520705004,5.5244835108323125
France,2011,4797.8113639069825,1260.4086568516502,65.35564885492846,5.891975750025898
Brazil,2014,18148.14779709803,877.690814320449,,9.458489112521276
India,2012,12628.619450814074,475.5188043733497,55.57088290653549,8.146226703432664
Brazil,2014,,751.510917847087,85.7557033220383,8.097374901020777
France,2018,3203.1626187084735,-443.29367423581203,59.93956559257863,7.695516633154092
India,2012,863.9422077684318,-802.14666197113,80.49834742962761,8.890890730855745
USA,2017,6973.218624574968,-1151.5476534940979,54.42526947820829,8.618070625610663
Brazil,2017,2724.275514173252,562.2293338789106,81.89181463118214,2.349256846138964
UK,2024,4739.177625606301,1013.9310700663622,78.80146146184298,6.770328695967676
India,2012,13940.17920044858,764.3869762531587,60.07196235627811,4.111263941535275
USA,2019,3795.6347926682283,1272.7462802537434,,4.607662750872759
UK,2013,9347.714912153828,1326.7238420604233,,6.276068488151175
UK,2019,,859.9213872541604,50.72440735283362,8.849115180497364
UK,2023,18655.941993175526,795.5351251890004,77.8660329550757,9.302494430595662
Nigeria,2020,14203.324959405292,222.02926965082327,,6.460435417445703
Russia,2017,8597.787291787243,1033.6574875183646,87.37468059076059,9.330116616160987
China,2015,,167.4008837186498,89.39364795849337,8.550082778013408
Nigeria,2023,2668.3210878246837,1289.9702168381475,84.79585448248514,5.669542514134649
USA,2019,11907.253627749598,564.613758379481,52.19046555288125,4.016775174813109
USA,2013,16096.498282240627,16.438511976397976,63.33996686764577,4.58351824231849
Germany,2024,10840.432938170872,1288.599306813737,63.85383977463845,4.122578817066049
France,2016,14802.524712573018,638.582937836832,58.98419291759928,5.07195564519424
Nigeria,2018,2988.9690035200374,255.17791124365039,69.9347109095792,4.770329045540931
USA,2020,18313.94884114838,513.7275197721201,,6.690378591275773
France,2017,459.270240449006,932.3169471032277,57.121438674790056,9.649632857225097
USA,2017,3143.5220095116365,586.327531980563,53.413986723145754,9.971868266613527
Japan,2022,10143.461204558604,837.5851740748609,52.6830590955371,7.7496442335926
Germany,2016,,1258.2954623225921,58.205585619280285,2.716189485972999
Japan,2016,923.6834233922787,666.173053702899,72.59364533050466,1.5913777548551713
UK,2020,15555.446810561209,640.0714802997584,,4.966864722444053
France,2013,8135.108605331455,787.9000605184228,56.2096098372285,2.63735317445744
Nigeria,2020,,1325.1004923657495,,3.436702058291984
India,2023,,-578.140497826354,51.015454226413794,2.4053733762957132
Japan,2014,14376.25013117847,925.9042792551104,51.083839700139336,2.997749457396545
USA,2017,4775.280972443814,943.9309136022325,50.788421510174565,1.9369772378611647
Nigeria,2012,16038.33849038915,258.1770802555237,76.10984431407499,3.1436450294205387
UK,2018,2168.9395766350344,348.0093454892412,78.89067727422636,8.701268212956572
China,2010,16638.353318426434,562.0851061696522,76.72340546282584,2.844858658742389
Germany,2010,,1255.9067877443565,50.52007694042944,1.7695767776902127
Russia,2018,4316.147851891341,46.879763384609404,57.257417403591894,6.247374048727229
USA,2023,8544.206101731459,1250.813678396995,82.69774246953764,4.076356165280884
Russia,2022,5336.5839819395915,537.772447352501,,3.4125727674058863
UK,2014,12558.148375412853,579.0821965458242,,4.92513876221785
France,2014,,1328.3500966773977,,2.261018581898073
UK,2022,,687.5293655668239,85.78208907576365,8.198697303525837
China,2015,8619.227388490823,41.232338564963186,60.74709437539784,5.874707931947802
Brazil,2021,12742.868752557715,-368.46388275215116,55.57424296291296,8.514372131193692
Brazil,2015,19691.16317793033,740.7093534007333,56.86717143393214,3.4507659386743206
Nigeria,2016,564.1353956398414,1280.8753411190937,,6.188648279628282
Nigeria,2015,5626.293369606678,780.3074234969529,76.05681553407457,8.467676233364815
Nigeria,2017,,25.284201835287863,55.47542520275229,9.100167776632945
USA,2023,17503.0235357378,840.4042120167285,,6.9853300709163
Japan,2015,3672.351316744302,1281.0326048356942,66.75082099568293,4.448246754245477
UK,2023,,75.28269381732652,56.65133475024318,7.642302547837334
Japan,2023,1839.413624917504,848.3814321582796,59.81396438725284,4.503660526377789
Brazil,2012,5916.1359880598575,504.3850758862793,78.76183620736981,3.6740954406085753
UK,2012,11414.811877878565,671.7100590567485,76.54684661450592,9.431467653922821
USA,2014,14704.927524762956,308.7671262411519,,3.360376398698426
France,2024,11982.543027865046,81.48188074310798,69.85464988804945,6.371585640252003
USA,2010,6818.029038175824,1081.5679632066924,54.263930125350875,1.6762400356222789
Nigeria,2016,14618.137372831347,698.7329295266159,77.53609585710944,4.913446047433716
india ,2010,5078.760258134314,1148.5522215671376,81.97663515875917,7.252268237689841
India,2024,5588.4737171532615,830.4206269480311,64.43895587760107,1.8242386599397074
France,2020,18362.808794152406,200.17789697735634,88.0094941528321,5.014051956621602
Germany,2013,3865.631991004669,763.2423168559178,84.91783343505634,7.590023977686051
Russia,2021,16169.910727656705,925.7088797278972,77.6910625807141,8.642760864087872
France,2013,5143.4265754118815,690.3006994639653,58.84837767278409,9.889012071969823
UK,2014,,64.80326780222319,78.22300690062754,9.327234856740992
UK,2013,3775.391833521204,799.443870468155,86.61953190352168,1.3055138072721895
India,2019,14008.92129148743,423.3151202478456,86.97584781506121,9.73952420648831
India,2010,18896.476484445993,669.1577611538746,84.48170603957254,8.600944586815633
India,2017,6518.189370216462,1162.1925090694415,,6.366428906338477
France,2020_est,4754.174978296521,177.58797123041754,53.078128065168364,7.266598982903258
Brazil,2015,6929.524282607709,1017.4258124249784,52.614253631957695,3.837613040475493
China,2013,10881.927589031677,1109.1051991261593,62.7501001172828,6.633022387933082
Brazil,2011,17742.359415076506,866.0498315734034,59.31837899014535,1.2196070340088423
Germany,2024,17427.95770323841,39.56448108203812,84.98806690736798,5.760434206244907
Germany,2024,18793.540430555346,1120.308697725395,89.9173644213335,4.156406339065391
France,2010,15390.328120836313,-568.6839699168466,69.19502481215636,6.64754916896533
Russia,2018,17498.80686088951,1377.8760221870202,80.73093655458072,4.759901039506004
Germany,2010,8542.86864508599,1035.2393992085592,59.55108583073209,inf
USA,2019,7221.518721287375,409.2621983991736,61.8523248182396,3.1024697594491895
Inida,2017,1033.4451547999652,34.844769279445195,89.50889558944127,4.849958203622761
Nigeria,2010,7809.667613761697,-954.7097229433671,58.730155514602565,9.549650655552028
USA,2012,15769.631285427931,134.28129321404072,,8.912064768059482
France,2021,18905.694041369923,659.6881006373189,,2.503305514828677
UK,2024,,332.0236649229863,87.70927096540503,6.846819840931316
UK,2021,12233.188538601411,722.637030312947,59.22679246871034,2.5887522880495744
China,2021,4565.626939589472,269.14918438051376,81.18337894267013,4.151127332500571
Japan,2021,,1357.0526558957276,85.35143539853703,9.349770548756917
Russia,2015,19899.17488839942,251.71439641508732,65.84968075610635,7.824146281336822
Germany,2019,10000000.0,223.91530981239853,82.6333249996247,3.019965146529946
Brazil,2021,4631.588773487937,756.3944478218449,73.71759739366813,6.220775870540301
China,2015,2011.4393804755464,1229.6705990562286,60.624001703548245,2.1656342915452376
France,2014,17797.211981405748,1338.355582539357,84.48510469061802,8.285644672523903
Brazil,2015,,775.6917451467036,,4.676078917636288
India,2023,,371.0577594268534,78.9368045475434,5.4628816157089375
France,2018,1804.7150749714292,316.05465071023775,77.33035054638384,1.6851777354127018
UK,2021,17053.89689816562,698.2536725494243,69.22346309306592,6.331670061935658
USA,2015,16528.683125317955,493.45479898404835,77.12064610236254,6.09158767596212
Japan,2018,5487.159749354542,1231.2956810336696,81.89704086427713,6.926066511925829
Japan,2010,17041.51823606599,1215.5389393341252,,8.533119955273047
China,2010,14009.934941051815,955.3956727468176,74.74445512860737,7.774449756018771
Japan,2016,3340.3810848028593,1234.4103552865106,84.87374110980929,1.2632255473110323
Russia,2016,16551.1716611823,189.12911578808882,63.40475417036568,7.69157430662447
Russia,2013,3383.0459417565025,1146.9741635254964,83.28536711830968,5.567209603847526
Russia,2018,326.4402599933049,-408.98300511312874,,9.830675602246812
UK,2020,,371.1269776791821,,5.8598684174427
France,2020,,158.7030879694722,80.44111610008112,5.871399208084992
Russia,2023,19267.241676408095,485.2023107937737,75.30487572535793,9.388252949590157
France,2013,2229.6926142154493,1312.7475972586672,,1.610533531946547
Nigeria,2012,6159.078625546962,994.3592032169414,52.69402405875087,6.23953414158646
India,2024,7048.484527668544,873.0725696967932,,8.843831255371386
Japan,2018,19475.08158971246,1356.7402188471112,79.986073269717,2.170776161175688
Nigeria,2016,15213.611279394647,44.1758138777341,,3.912491972345871
India,2010,9875.135170012381,1080.8663107528325,77.33181506426021,5.013124357390735
Brazil,2012,5617.807992376985,1396.0030552192186,67.04725208943891,5.062483218967079
UK,2019,,1114.7852727624017,77.74728903125954,2.9869265150988435
Japan,2024,1831.1447031936855,955.8940298838512,,3.459335742983884
UK,2024,19027.098532558124,219.97046957545132,67.29339204170408,9.49254328150839
UK,2020,8510.600875137221,897.5510672530789,65.90377591851177,3.4679368211380304
Russia,2015,19682.7574296046,578.9742687779097,85.76396814716537,3.0695914530197754
Germany,2023,,53.27637520947079,76.0666730150354,4.316737093513851
Germany,2018,17314.293346824812,667.7617703012645,88.72773711658887,2.6697296413280904
France,2014,17398.738725521092,1089.469625380521,,8.60304905305199
india ,2019,15268.275020671377,880.4462470676674,55.249795107295505,1.2927356154212672
Russia,2010,,867.1439371838259,81.86149163904705,5.33370116361295
China,2011,2522.7021414554106,184.0082511615451,77.42261148915885,4.872753054095164
Germany,2024,4170.389588666667,693.3164199705973,,6.237742617229589
Brazil,2024,5526.069407814934,1118.6071498856916,62.41447835694295,5.09698134173621
China,2014,430.08669018039257,110.70117403443685,65.6997422562674,5.319449512454112
China,2022,12080.406852762213,415.4109844059315,,8.741101574702842
Germany,2018,15641.049580088325,65.07016723421643,69.22027789031316,1.9443716057635738
Russia,2010,4992.491314078044,1381.4610046413336,,5.489993381062204
Russia,2020,12439.483539498759,986.4263090563045,72.38594733947656,1.087937626772653
Nigeria,2015,6663.933903231039,729.6191843047488,,4.155642380882627
Russia,2018,,119.22411104547884,65.87693104806384,2.194441786387543
Russia,2010,,968.3563071007994,82.0234679643633,2.8013521982032907
Nigeria,2016,3516.155128729581,155.34929806481634,75.45720998174546,7.35828153838211
France,2022,825.4056675477124,1311.335022278729,52.0788513460589,5.871667017709634
UK,2022,14239.398285128145,1220.647082007059,,8.215552747628127
Germany,2015,6921.11381234756,1142.606908107652,53.204593855387,9.05334990454475
China,2015,11042.329047843978,1146.0439002478663,68.092731380732,6.792199256768725
France,2015,10622.772686535041,1026.9094352399113,53.26519928122358,1.5431687559150742
France,2020,5092.644033400899,231.7671053573318,84.87134266368807,2.9729258862223986
UK,2024,19522.1320652188,478.2851505618385,57.28471662754797,8.107286564282312
UK,2010,13242.413954917347,702.4920458698632,72.21454203750525,7.472816004450374
Brazil,2015,4723.403878359715,-1394.9041433188713,88.99172648587133,6.852931177122432
Brazil,2011,4150.940528397074,-955.517256979495,52.887936359167036,1.2758725198522547
India,2022,5302.1211925220305,653.0459098676497,84.73090021633521,7.544521627896772
Nigeria,2014,14905.589119759625,601.4357348828247,63.83739970187852,inf
China,2012,19755.461361973947,65.75177606335065,84.68125984489794,6.208078677151541
Russia,2012,8884.585299953891,1018.1081479770397,69.46675765698811,8.860809142734945
USA,2016,,596.192088354103,61.073111889402064,6.33115295734026
Nigeria,2022,18264.794243210483,302.8204427178765,,6.684041980832685
China,2018,14715.637843822564,192.87908232689114,78.63299858728354,9.181292685990769
USA,2013,3757.725555630791,340.18522164418994,88.85580376166558,2.628792574385408
Japan,2023,17116.824848717668,694.2662204627684,59.88924297612708,8.836749111452603
Japan,2020,9017.044049052776,725.5961219622694,64.36933477599062,6.3365576629143465
Germany,2022,3437.772677183451,553.6033359459474,88.7764928934115,3.3232008943101476
USA,2020,13203.385957917586,-462.0141892723259,80.93892502746402,2.177862946465148
Japan,2014,,-640.7674625232586,59.44201853385856,1.6614707259701138
UK,2017,3561.2065207333067,732.4857884928646,63.48012705725145,8.459950292943486
USA,2024,8731.572968503757,355.7128388968056,74.6857994641612,7.360994951969012
INDIA,2012,3507.429776438807,242.99071064076156,51.46685707734172,7.627618135590764
Russia,2016,13343.329646911741,669.7369172922413,83.76681795876789,8.251031376550479
India,2024,11790.016415055692,1216.8970799134295,58.23364840147073,2.007276574579551
Japan,2013,5541.042308036394,89.35072996414765,71.24678112004128,9.429451230654653
India,2019,979.002105236491,179.73278047393725,68.08796113133741,9.404875157751144
Nigeria,2013,6459.89087853966,715.0563840768655,51.662914362015684,2.3350888086587998
France,2019,19735.27643458517,1351.5149880461033,50.19759923737639,9.566306068809151
France,2023,,1216.4064293828308,68.18959422535437,5.640364257213252
France,2021,9879.16228908702,936.9413179890851,55.586050190252514,1.2697623088541015
Nigeria,2022,6297.01284350558,989.506260203939,58.074138084917934,7.060891899924256
Japan,2016,19404.258512923956,140.52199494729155,76.90408472900505,4.993751973741141
China,2016,,256.2382073318664,77.70503808904658,8.543037606832993
China,2017,18903.36154558566,959.7147593226077,69.8869905603371,6.560625161810925
INDIA,2020,,803.1475478279733,51.21548238787347,9.3785382595628
Nigeria,2018,,950.3536062303726,58.62700609590868,6.929969232093915
Germany,2022,,915.2138380876739,54.26372121231963,6.920607741427324
Nigeria,2019,19988.391770259197,77.01473401617288,89.0869673688527,4.662171646505835
Indai,2022,,1097.515822841,72.68065043946672,7.646042883261939
Germany,2017,17594.608113766688,571.7550470949359,63.081326462529546,7.0083404700722625
Brazil,2010,16195.34965043692,1069.576337339496,81.91254595434538,4.920249833316397
France,2023,16393.117480265428,177.09058696514575,71.77956391843398,1.0518279444830942
China,2010,6626.799432025352,519.3815334712431,65.84690766437022,7.25920486020876
China,2024,7893.450405152846,633.6841354453176,59.5017652349731,4.35926612466406
China,2014,4699.938619810399,111.74233403813666,74.13794373525512,inf
UK,2013,12465.908850990367,654.2567208827955,65.19143120716919,8.770002846146427
USA,2019,10477.819345697117,-676.062809905326,51.02568263225743,4.071230448635407
Russia,2024,7727.87325195997,564.3636654466917,73.2068947690933,5.802422920541906
UK,2017,12236.520837310203,1073.1877335435584,82.51942954864374,7.46310768603845
Brazil,2024,19119.369179907706,35.34328992014267,57.83111942734185,1.068065874803279
